dataset_name,source_url,file_name,subject_id,session_name,record_group_id,record_id,file_type,file_role,selection_group,discovered_at_utc,content_sha256,content_length_bytes,selected_for_download,download_path,is_within_limit
ludb,https://physionet.org/files/ludb/1.0.1/data/2.avf,2.avf,2.0,,2.0,2.0,avf,annotation,2,2026-04-14T19:47:59.690921+00:00,111d8f42a89e80b38c32e875eebe88ec75b88178b1e9a694d3b8f468e5e937be,152,True,data/raw/ludb/2.avf,True
ludb,https://physionet.org/files/ludb/1.0.1/data/2.v1,2.v1,2.0,,2.0,2.0,v1,annotation,2,2026-04-14T19:47:59.690921+00:00,9dd2d5e7dd3d4098dd3e096fa16aa0f55b26ce5e2cdfed2efa81e13fb2eded5e,152,True,data/raw/ludb/2.v1,True
ludb,https://physionet.org/files/ludb/1.0.1/data/2.v2,2.v2,2.0,,2.0,2.0,v2,annotation,2,2026-04-14T19:47:59.690921+00:00,8fa71bcbc996488896bdd95b72b4a2a771cfaa7c2da1e4be9e2691c5f2e3007c,152,True,data/raw/ludb/2.v2,True
ludb,https://physionet.org/files/ludb/1.0.1/data/2.v3,2.v3,2.0,,2.0,2.0,v3,annotation,2,2026-04-14T19:47:59.690921+00:00,6ecda8d01d44220b5dc542b7f9db724e015fc8d7b7af2a62d2e4e30017f62ad6,152,True,data/raw/ludb/2.v3,True
ludb,https://physionet.org/files/ludb/1.0.1/data/2.v4,2.v4,2.0,,2.0,2.0,v4,annotation,2,2026-04-14T19:47:59.690921+00:00,f0bf5c37839673609db638a08664a05d257ecda231cef5302fd3f3287248768b,152,True,data/raw/ludb/2.v4,True
ludb,https://physionet.org/files/ludb/1.0.1/data/2.v5,2.v5,2.0,,2.0,2.0,v5,annotation,2,2026-04-14T19:47:59.690921+00:00,4173787eaa033a7d099c887409b042951d41ff401a11361b916b5ae7e25bd1ed,152,True,data/raw/ludb/2.v5,True
ludb,https://physionet.org/files/ludb/1.0.1/data/2.v6,2.v6,2.0,,2.0,2.0,v6,annotation,2,2026-04-14T19:47:59.690921+00:00,23b388803f3409ce394e9fc4850d09eb6077569a49764be5af843d11186bf3d2,152,True,data/raw/ludb/2.v6,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.dat,3.dat,3.0,,3.0,3.0,dat,waveform,3,2026-04-14T19:47:59.690921+00:00,ea6828d46f662f1201ff6f85b4350cc86ac78c83ba8a0f703628505bb73f83f4,120000,True,data/raw/ludb/3.dat,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.hea,3.hea,3.0,,3.0,3.0,hea,waveform,3,2026-04-14T19:47:59.690921+00:00,e96943d1dede5269a501a26278a27c53978c2eb9c45b98e50bde1e1901426e9c,693,True,data/raw/ludb/3.hea,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.i,3.i,3.0,,3.0,3.0,i,annotation,3,2026-04-14T19:47:59.690921+00:00,35cfdfa522f0dee65856bd8c93b9d73b14266d97fca35815d83c3165be6459d3,152,True,data/raw/ludb/3.i,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.ii,3.ii,3.0,,3.0,3.0,ii,annotation,3,2026-04-14T19:47:59.690921+00:00,5052d1e3525a5e366a5813f0485a7e8f70b48d7a7eff171e52db5d66a4ace75e,152,True,data/raw/ludb/3.ii,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.iii,3.iii,3.0,,3.0,3.0,iii,annotation,3,2026-04-14T19:47:59.690921+00:00,fb648f6f4daab648a3526091128c3be7faaac65320105a55887bed3bdf22773e,152,True,data/raw/ludb/3.iii,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.avr,3.avr,3.0,,3.0,3.0,avr,annotation,3,2026-04-14T19:47:59.690921+00:00,74360f186ec3b7659a9fbd651710419d1050e6f4b4246a31f2cee2a4fbb87faf,152,True,data/raw/ludb/3.avr,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.avl,3.avl,3.0,,3.0,3.0,avl,annotation,3,2026-04-14T19:47:59.690921+00:00,99d9d52023da0ae3c924dcc625a32a5fc4fc93033e3e6cdc043e1e6528bdc429,152,True,data/raw/ludb/3.avl,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.avf,3.avf,3.0,,3.0,3.0,avf,annotation,3,2026-04-14T19:47:59.690921+00:00,b5ff133092b7a8ae887d3d5957426ddb229f231cd55b4e3a736a25c59d145159,152,True,data/raw/ludb/3.avf,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.v1,3.v1,3.0,,3.0,3.0,v1,annotation,3,2026-04-14T19:47:59.690921+00:00,ee4aad31a4e67d27019565049bb14f960a26e2fad706d96bcbfbb94c55e97dc9,152,True,data/raw/ludb/3.v1,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.v2,3.v2,3.0,,3.0,3.0,v2,annotation,3,2026-04-14T19:47:59.690921+00:00,5869d54b3a43376aaeced8342bae0b536eac5f7bf3052630407f02460a05becc,152,True,data/raw/ludb/3.v2,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.v3,3.v3,3.0,,3.0,3.0,v3,annotation,3,2026-04-14T19:47:59.690921+00:00,43b88d4b699ad8424abf11260892a0a0df8f57cfa4031c7b9db779b9ef1445a3,152,True,data/raw/ludb/3.v3,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.v4,3.v4,3.0,,3.0,3.0,v4,annotation,3,2026-04-14T19:47:59.690921+00:00,1aebaeca689459f6d0c111f716e340aa46127bb082a870964bad5d1ca7e14757,152,True,data/raw/ludb/3.v4,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.v5,3.v5,3.0,,3.0,3.0,v5,annotation,3,2026-04-14T19:47:59.690921+00:00,9b807d452b8de550c7a03580cc2771bf4e2b325398945f0238f202c17520d51d,152,True,data/raw/ludb/3.v5,True
ludb,https://physionet.org/files/ludb/1.0.1/data/3.v6,3.v6,3.0,,3.0,3.0,v6,annotation,3,2026-04-14T19:47:59.690921+00:00,75a34e53858681d17d8f491d2449e1669f680f0d32585037ae000e93433cda4a,152,True,data/raw/ludb/3.v6,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.dat,4.dat,4.0,,4.0,4.0,dat,waveform,4,2026-04-14T19:47:59.690921+00:00,532af05f6881ea7b342051cb5f7a94d6ac4a962f764c19b6882dcee2784def36,120000,True,data/raw/ludb/4.dat,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.hea,4.hea,4.0,,4.0,4.0,hea,waveform,4,2026-04-14T19:47:59.690921+00:00,ef952e859ca1946b3826e7c08109d9e02280e83c28ce89c2632727429651ff5c,824,True,data/raw/ludb/4.hea,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.i,4.i,4.0,,4.0,4.0,i,annotation,4,2026-04-14T19:47:59.690921+00:00,337e4f06c594ae81102fdb12d207df0c8691d442368818c87c7eb5562627c7b2,152,True,data/raw/ludb/4.i,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.ii,4.ii,4.0,,4.0,4.0,ii,annotation,4,2026-04-14T19:47:59.690921+00:00,919eb9f513cc7d609528aae956f3b9bccb1f29b45767a682fb7d7ea4fea330b2,152,True,data/raw/ludb/4.ii,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.iii,4.iii,4.0,,4.0,4.0,iii,annotation,4,2026-04-14T19:47:59.690921+00:00,6795c4eeafb1f6ceec1c7789e474ef67be3c99c935293e00c4dff2daebefc970,152,True,data/raw/ludb/4.iii,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.avr,4.avr,4.0,,4.0,4.0,avr,annotation,4,2026-04-14T19:47:59.690921+00:00,52064be43776cff5608a3d7c97fa455657664a4c09e624c07241ceb9c3b685ce,152,True,data/raw/ludb/4.avr,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.avl,4.avl,4.0,,4.0,4.0,avl,annotation,4,2026-04-14T19:47:59.690921+00:00,27a8132c746b7e5bf4ded40c3587945ca414bd78174a2a5b3bacbbc00ee691cd,152,True,data/raw/ludb/4.avl,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.avf,4.avf,4.0,,4.0,4.0,avf,annotation,4,2026-04-14T19:47:59.690921+00:00,31aa73a323df511092c765c4c2a0c860e8c89a6a48087d9f24172a144c278a99,152,True,data/raw/ludb/4.avf,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.v1,4.v1,4.0,,4.0,4.0,v1,annotation,4,2026-04-14T19:47:59.690921+00:00,b638c683845cbeb02953717d4bea49e9a9130d24c1fdd756a2375a28bfecbf2f,152,True,data/raw/ludb/4.v1,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.v2,4.v2,4.0,,4.0,4.0,v2,annotation,4,2026-04-14T19:47:59.690921+00:00,51e561eae7f7156fb25cd61cde3f5af4beb597aa407c10832c9ac36be7cf73e2,152,True,data/raw/ludb/4.v2,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.v3,4.v3,4.0,,4.0,4.0,v3,annotation,4,2026-04-14T19:47:59.690921+00:00,027699e9c86c4d9d1be67d9998c08cbe94566134413cd5ac564c263616c45547,152,True,data/raw/ludb/4.v3,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.v4,4.v4,4.0,,4.0,4.0,v4,annotation,4,2026-04-14T19:47:59.690921+00:00,586573ca549ff7a07452fd4b655519e2dfc971d45a29031dcdcbf68276727cec,152,True,data/raw/ludb/4.v4,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.v5,4.v5,4.0,,4.0,4.0,v5,annotation,4,2026-04-14T19:47:59.690921+00:00,a6bc54022c73eefc53601a4a52902e32be6b38f767549577702bbbc323ce1ced,152,True,data/raw/ludb/4.v5,True
ludb,https://physionet.org/files/ludb/1.0.1/data/4.v6,4.v6,4.0,,4.0,4.0,v6,annotation,4,2026-04-14T19:47:59.690921+00:00,9b4bd9b336a4dfab458bf82c519adf9b92a903371004976cf6f39e0f8e0345ba,152,True,data/raw/ludb/4.v6,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.dat,5.dat,5.0,,5.0,5.0,dat,waveform,5,2026-04-14T19:47:59.690921+00:00,2b708aba671d23b60a41b814ea698200b9b7583a2405839c41a724e22eb4f251,120000,True,data/raw/ludb/5.dat,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.hea,5.hea,5.0,,5.0,5.0,hea,waveform,5,2026-04-14T19:47:59.690921+00:00,1717cefd502a3ad15fd05fbeb0bbcae6f14c9eaaef58a4deb880e2569a35bb57,659,True,data/raw/ludb/5.hea,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.i,5.i,5.0,,5.0,5.0,i,annotation,5,2026-04-14T19:47:59.690921+00:00,449112b20b73d9fd2afb059d06fdc45501983f7f388bfcc0768e13c593a8733b,116,True,data/raw/ludb/5.i,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.ii,5.ii,5.0,,5.0,5.0,ii,annotation,5,2026-04-14T19:47:59.690921+00:00,c69c9d3c0bf78b94c2249c213534fe4286c069eed647a76cf833c48568425f0b,116,True,data/raw/ludb/5.ii,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.iii,5.iii,5.0,,5.0,5.0,iii,annotation,5,2026-04-14T19:47:59.690921+00:00,0e2912adabaeec75b1c601a607ed063c11c0b957ea48ca76a3646885422be4bb,116,True,data/raw/ludb/5.iii,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.avr,5.avr,5.0,,5.0,5.0,avr,annotation,5,2026-04-14T19:47:59.690921+00:00,9c4e4c492dd52cf542d9d9ae8eba73b2423acc2143fa63235303226388e21a89,116,True,data/raw/ludb/5.avr,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.avl,5.avl,5.0,,5.0,5.0,avl,annotation,5,2026-04-14T19:47:59.690921+00:00,8313d513d766066346e4003592a6d5563dd9c65198bc49a890215d3f929c492b,116,True,data/raw/ludb/5.avl,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.avf,5.avf,5.0,,5.0,5.0,avf,annotation,5,2026-04-14T19:47:59.690921+00:00,d57bc198a02eaa89837a766d97b223dce3b644139d4d73ee97f7c7b439ff8a3f,116,True,data/raw/ludb/5.avf,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.v1,5.v1,5.0,,5.0,5.0,v1,annotation,5,2026-04-14T19:47:59.690921+00:00,c618a9b948a105d15b2bd829d33da7d522dc587ddec0201bcb86b9b947bdb25f,116,True,data/raw/ludb/5.v1,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.v2,5.v2,5.0,,5.0,5.0,v2,annotation,5,2026-04-14T19:47:59.690921+00:00,dbc970aa5a1244ad96c2c07f27f36ef41acefa33dd7080028287d3393f31e0b7,116,True,data/raw/ludb/5.v2,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.v3,5.v3,5.0,,5.0,5.0,v3,annotation,5,2026-04-14T19:47:59.690921+00:00,9d967c3925a18b7f81f1d9a22222e35587ff7dce72cf78b7cb1a0362eaadb078,116,True,data/raw/ludb/5.v3,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.v4,5.v4,5.0,,5.0,5.0,v4,annotation,5,2026-04-14T19:47:59.690921+00:00,bf5e6d851e2b6d02f704e895297b7fa111da16526a9ed609aab78ca6309fc7b7,116,True,data/raw/ludb/5.v4,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.v5,5.v5,5.0,,5.0,5.0,v5,annotation,5,2026-04-14T19:47:59.690921+00:00,107bb2c8ff3bb1fe52c1a084c2d0823538538c8b7cd6243bf6fe2ec56cd7b216,116,True,data/raw/ludb/5.v5,True
ludb,https://physionet.org/files/ludb/1.0.1/data/5.v6,5.v6,5.0,,5.0,5.0,v6,annotation,5,2026-04-14T19:47:59.690921+00:00,e0d91f822bc91fcb170c82b6b9f88b3b11b28d8bc82b063a6e4386d622e1ba6c,116,True,data/raw/ludb/5.v6,True
ludb,https://physionet.org/files/ludb/1.0.1/ANNOTATORS,ANNOTATORS,,,,,annotators,metadata,metadata,2026-04-14T19:47:59.690921+00:00,942d96483d86eb4e3470f80206a5d5052747c1a4969c6ac5743f0f1dccf68b16,711,False,,True
ludb,https://physionet.org/files/ludb/1.0.1/LICENSE.txt,LICENSE.txt,,,,,txt,metadata,metadata,2026-04-14T19:47:59.690921+00:00,f7e0b3ba1ea5cd5e64b60f37b3f92ed86d67847347c57e0c5659bbf3bfb0e264,20402,False,,True
ludb,https://physionet.org/files/ludb/1.0.1/README,README,,,,,readme,metadata,metadata,2026-04-14T19:47:59.690921+00:00,ed63149641af0334970dc541576395a2d27045f31529c4d340fa90364a9ca076,6406,False,,True
ludb,https://physionet.org/files/ludb/1.0.1/RECORDS,RECORDS,,,,,records,metadata,metadata,2026-04-14T19:47:59.690921+00:00,84bb29baf9cb650710da5f99d476309d2f41afe55cadb54c73fab34bb21ed4ef,1692,False,,True
ludb,https://physionet.org/files/ludb/1.0.1/SHA256SUMS.txt,SHA256SUMS.txt,,,,,txt,metadata,metadata,2026-04-14T19:47:59.690921+00:00,4e58ea6384e06f8696b5d4d1741f274014a398d6f6bbe4191972b6725454c42b,215460,False,,True
ludb,https://physionet.org/files/ludb/1.0.1/ludb.csv,ludb.csv,,,,,csv,metadata,metadata,2026-04-14T19:47:59.690921+00:00,03c11e07d760100ae431855070899f78665c9609f3c3999368ed0afc43542322,36018,False,,True
