dataset_name,window_id,record_id,subject_id,session_id,session_name,signal_channel,window_start_ts_utc,window_end_ts_utc,window_seconds,expected_sample_count,sample_count,window_coverage_ratio,missing_value_ratio,flatline_ratio,window_mean,window_std,window_min,window_max,window_iqr,window_mad,window_range
mitdb,1_35,1,100,0,,mlii,1970-01-01 00:17:30+00:00,1970-01-01 00:18:00+00:00,30,10800,10800,1.0,0.0,0.15732938235021762,-0.30159629629629625,0.20637714293859696,-0.66,1.31,0.12,0.06,1.9700000000000002
mitdb,1_36,1,100,0,,mlii,1970-01-01 00:18:00+00:00,1970-01-01 00:18:30+00:00,30,10800,10800,1.0,0.0,0.16149643485507917,-0.3011875,0.1905915670032901,-0.655,1.165,0.10999999999999999,0.05499999999999999,1.82
mitdb,1_37,1,100,0,,mlii,1970-01-01 00:18:30+00:00,1970-01-01 00:19:00+00:00,30,10800,10800,1.0,0.0,0.16195944068895268,-0.29764398148148147,0.1989461135083601,-0.67,1.205,0.125,0.065,1.875
mitdb,1_38,1,100,0,,mlii,1970-01-01 00:19:00+00:00,1970-01-01 00:19:30+00:00,30,10800,10800,1.0,0.0,0.15899620335216225,-0.2937,0.20340642406124748,-0.66,1.305,0.11499999999999999,0.06,1.9649999999999999
mitdb,1_39,1,100,0,,mlii,1970-01-01 00:19:30+00:00,1970-01-01 00:20:00+00:00,30,10800,10800,1.0,0.0,0.1644596721918696,-0.2925064814814815,0.1924444687627937,-0.63,1.24,0.10999999999999999,0.05499999999999999,1.87
mitdb,1_40,1,100,0,,mlii,1970-01-01 00:20:00+00:00,1970-01-01 00:20:30+00:00,30,10800,10800,1.0,0.0,0.1645522733586443,-0.2960291666666666,0.1979829147714334,-0.64,1.3,0.10999999999999999,0.05499999999999999,1.94
mitdb,1_41,1,100,0,,mlii,1970-01-01 00:20:30+00:00,1970-01-01 00:21:00+00:00,30,10800,10800,1.0,0.0,0.15890360218538754,-0.27291712962962966,0.2023390906051229,-0.605,1.435,0.11499999999999999,0.05499999999999999,2.04
mitdb,1_42,1,100,0,,mlii,1970-01-01 00:21:00+00:00,1970-01-01 00:21:30+00:00,30,10800,10800,1.0,0.0,0.1623298453560515,-0.2704944444444445,0.20104386804863733,-0.63,1.325,0.11499999999999999,0.05499999999999999,1.955
mitdb,1_43,1,100,0,,mlii,1970-01-01 00:21:30+00:00,1970-01-01 00:22:00+00:00,30,10800,10800,1.0,0.0,0.1554773590147236,-0.29078657407407404,0.1944327807198894,-0.64,1.325,0.12,0.06,1.9649999999999999
mitdb,1_44,1,100,0,,mlii,1970-01-01 00:22:00+00:00,1970-01-01 00:22:30+00:00,30,10800,10800,1.0,0.0,0.15899620335216225,-0.31370462962962964,0.20331546254478233,-0.64,1.37,0.12,0.06,2.0100000000000002
mitdb,1_45,1,100,0,,mlii,1970-01-01 00:22:30+00:00,1970-01-01 00:23:00+00:00,30,10800,10800,1.0,0.0,0.1624224465228262,-0.32358472222222223,0.19486753949255078,-0.715,1.2,0.10500000000000004,0.05499999999999999,1.915
mitdb,1_46,1,100,0,,mlii,1970-01-01 00:23:00+00:00,1970-01-01 00:23:30+00:00,30,10800,10800,1.0,0.0,0.1632558570237985,-0.32267268518518516,0.20452765354619085,-0.7,1.3,0.11125000000000007,0.05500000000000005,2.0
mitdb,1_47,1,100,0,,mlii,1970-01-01 00:23:30+00:00,1970-01-01 00:24:00+00:00,30,10800,10800,1.0,0.0,0.16168163718862857,-0.30379953703703705,0.20389566695682215,-0.71,1.32,0.11499999999999999,0.05499999999999999,2.0300000000000002
mitdb,1_48,1,100,0,,mlii,1970-01-01 00:24:00+00:00,1970-01-01 00:24:30+00:00,30,10800,10800,1.0,0.0,0.1567737753495694,-0.28656018518518517,0.19985326844512202,-0.64,1.285,0.12,0.06,1.9249999999999998
mitdb,1_49,1,100,0,,mlii,1970-01-01 00:24:30+00:00,1970-01-01 00:25:00+00:00,30,10800,10800,1.0,0.0,0.16279285118992498,-0.2847240740740741,0.21050691483802564,-0.655,1.415,0.12,0.06,2.0700000000000003
mitdb,1_50,1,100,0,,mlii,1970-01-01 00:25:00+00:00,1970-01-01 00:25:30+00:00,30,10800,10800,1.0,0.0,0.16408926752477082,-0.3029087962962963,0.2268549071937725,-2.715,1.25,0.10999999999999999,0.05499999999999999,3.965
mitdb,1_51,1,100,0,,mlii,1970-01-01 00:25:30+00:00,1970-01-01 00:26:00+00:00,30,10800,10800,1.0,0.0,0.15705157884989351,-0.32381435185185187,0.20243584329959494,-0.72,1.25,0.11000000000000004,0.05499999999999999,1.97
mitdb,1_52,1,100,0,,mlii,1970-01-01 00:26:00+00:00,1970-01-01 00:26:30+00:00,30,10800,10800,1.0,0.0,0.15325493101213075,-0.3187287037037037,0.20367017332891232,-0.675,1.415,0.11500000000000005,0.06,2.09
mitdb,1_53,1,100,0,,mlii,1970-01-01 00:26:30+00:00,1970-01-01 00:27:00+00:00,30,10800,10800,1.0,0.0,0.15594036484859708,-0.3091351851851852,0.20757172090472026,-0.875,1.375,0.11499999999999999,0.05500000000000005,2.25
mitdb,1_54,1,100,0,,mlii,1970-01-01 00:27:00+00:00,1970-01-01 00:27:30+00:00,30,10800,10800,1.0,0.0,0.16584868969349015,-0.3188564814814815,0.20107155242818134,-0.765,1.315,0.13,0.065,2.08
mitdb,1_55,1,100,0,,mlii,1970-01-01 00:27:30+00:00,1970-01-01 00:28:00+00:00,30,10800,10800,1.0,0.0,0.1625150476896009,-0.3281898148148148,0.20658232757984196,-0.72,1.19,0.14,0.07,1.91
mitdb,1_56,1,100,0,,mlii,1970-01-01 00:28:00+00:00,1970-01-01 00:28:30+00:00,30,10800,10800,1.0,0.0,0.15992221501990925,-0.3048939814814815,0.21060102625428256,-0.765,1.33,0.13,0.065,2.095
mitdb,1_57,1,100,0,,mlii,1970-01-01 00:28:30+00:00,1970-01-01 00:29:00+00:00,30,10800,10800,1.0,0.0,0.1634410593573479,-0.2800421296296296,0.2089637066799382,-0.61,1.29,0.11499999999999999,0.05499999999999999,1.9
mitdb,1_58,1,100,0,,mlii,1970-01-01 00:29:00+00:00,1970-01-01 00:29:30+00:00,30,10800,10800,1.0,0.0,0.15908880451893695,-0.3061930555555556,0.21002635715324303,-0.72,1.285,0.12,0.06,2.005
mitdb,1_59,1,100,0,,mlii,1970-01-01 00:29:30+00:00,1970-01-01 00:30:00+00:00,30,10800,10800,1.0,0.0,0.1487174738401704,-0.2980777777777778,0.1956192710830494,-0.66,1.27,0.11499999999999999,0.05499999999999999,1.9300000000000002
mitdb,1_60,1,100,0,,mlii,1970-01-01 00:30:00+00:00,1970-01-01 00:30:30+00:00,30,10800,2000,0.18518518518518517,0.8148148148148148,0.1645822911455728,-0.321255,0.1974779069589013,-1.28,1.0,0.11500000000000005,0.06,2.2800000000000002
mitdb,2_0,2,100,0,,v5,1970-01-01 00:00:00+00:00,1970-01-01 00:00:30+00:00,30,10800,10800,1.0,0.0,0.15344013334568016,-0.24397546296296296,0.1288654354133463,-0.525,0.815,0.095,0.04999999999999999,1.3399999999999999
mitdb,2_1,2,100,0,,v5,1970-01-01 00:00:30+00:00,1970-01-01 00:01:00+00:00,30,10800,10800,1.0,0.0,0.16047782202055746,-0.22814027777777776,0.135603865783822,-0.515,0.85,0.10499999999999998,0.04999999999999999,1.365
mitdb,2_2,2,100,0,,v5,1970-01-01 00:01:00+00:00,1970-01-01 00:01:30+00:00,30,10800,10800,1.0,0.0,0.15890360218538754,-0.2821300925925926,0.13093966571300575,-0.555,0.815,0.09000000000000002,0.044999999999999984,1.37
mitdb,2_3,2,100,0,,v5,1970-01-01 00:01:30+00:00,1970-01-01 00:02:00+00:00,30,10800,10800,1.0,0.0,0.15955181035281044,-0.23369212962962962,0.13080261870753235,-0.52,0.845,0.10499999999999998,0.05499999999999999,1.365
mitdb,2_4,2,100,0,,v5,1970-01-01 00:02:00+00:00,1970-01-01 00:02:30+00:00,30,10800,10800,1.0,0.0,0.15955181035281044,-0.26059212962962963,0.12200264606141735,-0.52,0.72,0.08499999999999999,0.044999999999999984,1.24
mitdb,2_5,2,100,0,,v5,1970-01-01 00:02:30+00:00,1970-01-01 00:03:00+00:00,30,10800,10800,1.0,0.0,0.16640429669413834,-0.24237083333333334,0.11746706328105576,-0.51,0.67,0.095,0.04500000000000001,1.1800000000000002
mitdb,2_6,2,100,0,,v5,1970-01-01 00:03:00+00:00,1970-01-01 00:03:30+00:00,30,10800,10800,1.0,0.0,0.16020001852023336,-0.22909444444444443,0.1252579683372362,-0.515,0.85,0.08999999999999997,0.04500000000000004,1.365
mitdb,2_7,2,100,0,,v5,1970-01-01 00:03:30+00:00,1970-01-01 00:04:00+00:00,30,10800,10800,1.0,0.0,0.15853319751828873,-0.2283166666666667,0.13227408883555278,-0.52,0.825,0.10999999999999999,0.05499999999999999,1.345
mitdb,2_8,2,100,0,,v5,1970-01-01 00:04:00+00:00,1970-01-01 00:04:30+00:00,30,10800,10800,1.0,0.0,0.15251412167793313,-0.24938333333333335,0.1379868932928858,-0.595,0.855,0.12,0.06,1.45
mitdb,2_9,2,100,0,,v5,1970-01-01 00:04:30+00:00,1970-01-01 00:05:00+00:00,30,10800,10800,1.0,0.0,0.15723678118344292,-0.22406666666666666,0.11919558685122496,-0.495,0.81,0.08000000000000002,0.04000000000000001,1.3050000000000002
mitdb,2_10,2,100,0,,v5,1970-01-01 00:05:00+00:00,1970-01-01 00:05:30+00:00,30,10800,10800,1.0,0.0,0.15612556718214649,-0.18150833333333333,0.1509712909857926,-0.54,0.875,0.12000000000000002,0.06,1.415
mitdb,2_11,2,100,0,,v5,1970-01-01 00:05:30+00:00,1970-01-01 00:06:00+00:00,30,10800,10800,1.0,0.0,0.15297712751180664,-0.3250064814814815,0.23645468016993404,-1.215,0.695,0.275,0.10500000000000001,1.9100000000000001
mitdb,2_12,2,100,0,,v5,1970-01-01 00:06:00+00:00,1970-01-01 00:06:30+00:00,30,10800,10800,1.0,0.0,0.15316232984535605,-0.14065185185185186,0.19052807023397958,-0.61,1.225,0.21000000000000002,0.08000000000000002,1.835
mitdb,2_13,2,100,0,,v5,1970-01-01 00:06:30+00:00,1970-01-01 00:07:00+00:00,30,10800,10800,1.0,0.0,0.1509399018427632,-0.22079722222222223,0.15451703772520262,-0.615,0.755,0.155,0.07500000000000001,1.37
mitdb,2_14,2,100,0,,v5,1970-01-01 00:07:00+00:00,1970-01-01 00:07:30+00:00,30,10800,10800,1.0,0.0,0.15399574034632837,-0.22058333333333335,0.11815729713162246,-0.53,0.69,0.09500000000000003,0.05000000000000002,1.22
mitdb,2_15,2,100,0,,v5,1970-01-01 00:07:30+00:00,1970-01-01 00:08:00+00:00,30,10800,10800,1.0,0.0,0.16103342902120565,-0.2607990740740741,0.10730288469932603,-0.565,0.52,0.07999999999999999,0.04000000000000001,1.085
mitdb,2_16,2,100,0,,v5,1970-01-01 00:08:00+00:00,1970-01-01 00:08:30+00:00,30,10800,10800,1.0,0.0,0.15260672284470783,-0.1857902777777778,0.1326366250371555,-0.465,0.865,0.10999999999999999,0.05499999999999999,1.33
mitdb,2_17,2,100,0,,v5,1970-01-01 00:08:30+00:00,1970-01-01 00:09:00+00:00,30,10800,10800,1.0,0.0,0.16131123252152976,-0.2132824074074074,0.11946065503906285,-0.51,0.71,0.10500000000000001,0.05499999999999999,1.22
mitdb,2_18,2,100,0,,v5,1970-01-01 00:09:00+00:00,1970-01-01 00:09:30+00:00,30,10800,10800,1.0,0.0,0.15742198351699233,-0.21523518518518517,0.1349878507391453,-0.54,0.875,0.10000000000000003,0.05000000000000002,1.415
mitdb,2_19,2,100,0,,v5,1970-01-01 00:09:30+00:00,1970-01-01 00:10:00+00:00,30,10800,10800,1.0,0.0,0.1633484581905732,-0.2215847222222222,0.11754576314717545,-0.475,0.7,0.08500000000000002,0.04000000000000001,1.1749999999999998
mitdb,2_20,2,100,0,,v5,1970-01-01 00:10:00+00:00,1970-01-01 00:10:30+00:00,30,10800,10800,1.0,0.0,0.15807019168441522,-0.19631342592592593,0.12264731747218346,-0.495,0.755,0.08499999999999999,0.044999999999999984,1.25
mitdb,2_21,2,100,0,,v5,1970-01-01 00:10:30+00:00,1970-01-01 00:11:00+00:00,30,10800,10800,1.0,0.0,0.1576997870173164,-0.19775416666666665,0.11846301024389841,-0.49,0.75,0.095,0.04500000000000001,1.24
mitdb,2_22,2,100,0,,v5,1970-01-01 00:11:00+00:00,1970-01-01 00:11:30+00:00,30,10800,10800,1.0,0.0,0.15038429484211502,-0.20333194444444447,0.13586081287808013,-0.545,1.05,0.09,0.044999999999999984,1.5950000000000002
mitdb,2_23,2,100,0,,v5,1970-01-01 00:11:30+00:00,1970-01-01 00:12:00+00:00,30,10800,10800,1.0,0.0,0.15288452634503194,-0.18630462962962963,0.13210103051816538,-0.525,0.905,0.08499999999999999,0.04000000000000001,1.4300000000000002
mitdb,2_24,2,100,0,,v5,1970-01-01 00:12:00+00:00,1970-01-01 00:12:30+00:00,30,10800,10800,1.0,0.0,0.15371793684600427,-0.1948791666666667,0.12537964103403193,-0.47,0.835,0.095,0.04500000000000001,1.305
mitdb,2_25,2,100,0,,v5,1970-01-01 00:12:30+00:00,1970-01-01 00:13:00+00:00,30,10800,10800,1.0,0.0,0.1566811741827947,-0.17129444444444444,0.1348014572606234,-0.51,1.01,0.095,0.04500000000000001,1.52
mitdb,2_26,2,100,0,,v5,1970-01-01 00:13:00+00:00,1970-01-01 00:13:30+00:00,30,10800,10800,1.0,0.0,0.15881100101861284,-0.1829527777777778,0.14250027363347748,-0.475,0.95,0.07999999999999999,0.03999999999999998,1.4249999999999998
mitdb,2_27,2,100,0,,v5,1970-01-01 00:13:30+00:00,1970-01-01 00:14:00+00:00,30,10800,10800,1.0,0.0,0.15381053801277897,-0.19012685185185185,0.14242405735490402,-0.56,1.005,0.1,0.04999999999999999,1.565
mitdb,2_28,2,100,0,,v5,1970-01-01 00:14:00+00:00,1970-01-01 00:14:30+00:00,30,10800,10800,1.0,0.0,0.1576071858505417,-0.18332638888888889,0.14412166784375494,-0.495,0.99,0.12,0.06,1.4849999999999999
mitdb,2_29,2,100,0,,v5,1970-01-01 00:14:30+00:00,1970-01-01 00:15:00+00:00,30,10800,10800,1.0,0.0,0.15177331234373553,-0.19145833333333334,0.13655870719981378,-0.495,0.955,0.10500000000000001,0.05499999999999999,1.45
mitdb,2_30,2,100,0,,v5,1970-01-01 00:15:00+00:00,1970-01-01 00:15:30+00:00,30,10800,10800,1.0,0.0,0.15519955551439948,-0.1598337962962963,0.13862749655339804,-0.485,0.95,0.10500000000000001,0.05000000000000002,1.435
mitdb,2_31,2,100,0,,v5,1970-01-01 00:15:30+00:00,1970-01-01 00:16:00+00:00,30,10800,10800,1.0,0.0,0.16047782202055746,-0.17097314814814815,0.12343233929872025,-0.43,0.875,0.08499999999999999,0.04000000000000001,1.305
mitdb,2_32,2,100,0,,v5,1970-01-01 00:16:00+00:00,1970-01-01 00:16:30+00:00,30,10800,10800,1.0,0.0,0.15844059635151403,-0.17039861111111113,0.13646013539021037,-0.455,0.98,0.09999999999999998,0.04999999999999999,1.435
mitdb,2_33,2,100,0,,v5,1970-01-01 00:16:30+00:00,1970-01-01 00:17:00+00:00,30,10800,10800,1.0,0.0,0.15269932401148253,-0.1797712962962963,0.1415698941161978,-0.455,1.0,0.09,0.04500000000000001,1.455
mitdb,2_34,2,100,0,,v5,1970-01-01 00:17:00+00:00,1970-01-01 00:17:30+00:00,30,10800,10800,1.0,0.0,0.15723678118344292,-0.17292175925925926,0.14094858709064748,-0.455,0.99,0.09499999999999997,0.04500000000000001,1.445
mitdb,2_35,2,100,0,,v5,1970-01-01 00:17:30+00:00,1970-01-01 00:18:00+00:00,30,10800,10800,1.0,0.0,0.15316232984535605,-0.18091296296296294,0.1471103263343348,-0.505,1.035,0.1,0.04999999999999999,1.54
mitdb,2_36,2,100,0,,v5,1970-01-01 00:18:00+00:00,1970-01-01 00:18:30+00:00,30,10800,10800,1.0,0.0,0.15501435318085008,-0.1925861111111111,0.13476130493565516,-0.495,0.885,0.09,0.044999999999999984,1.38
mitdb,2_37,2,100,0,,v5,1970-01-01 00:18:30+00:00,1970-01-01 00:19:00+00:00,30,10800,10800,1.0,0.0,0.15408834151310308,-0.1854726851851852,0.13921742036331838,-0.52,0.925,0.09,0.04500000000000001,1.445
mitdb,2_38,2,100,0,,v5,1970-01-01 00:19:00+00:00,1970-01-01 00:19:30+00:00,30,10800,10800,1.0,0.0,0.15279192517825724,-0.1790337962962963,0.1494797108889265,-0.52,1.07,0.11499999999999999,0.05499999999999999,1.59
mitdb,2_39,2,100,0,,v5,1970-01-01 00:19:30+00:00,1970-01-01 00:20:00+00:00,30,10800,10800,1.0,0.0,0.15492175201407538,-0.15512824074074075,0.1399302166862562,-0.5,1.085,0.1,0.04999999999999999,1.585
mitdb,2_40,2,100,0,,v5,1970-01-01 00:20:00+00:00,1970-01-01 00:20:30+00:00,30,10800,10800,1.0,0.0,0.1578849893508658,-0.1832263888888889,0.13899544397429836,-0.465,0.945,0.095,0.04500000000000001,1.41
mitdb,2_41,2,100,0,,v5,1970-01-01 00:20:30+00:00,1970-01-01 00:21:00+00:00,30,10800,10800,1.0,0.0,0.15705157884989351,-0.14128148148148148,0.14706479812425577,-0.47,1.18,0.10999999999999999,0.05499999999999999,1.65
mitdb,2_42,2,100,0,,v5,1970-01-01 00:21:00+00:00,1970-01-01 00:21:30+00:00,30,10800,10800,1.0,0.0,0.1576071858505417,-0.15513888888888888,0.14992642318911376,-0.485,1.09,0.12000000000000001,0.06000000000000001,1.5750000000000002
mitdb,2_43,2,100,0,,v5,1970-01-01 00:21:30+00:00,1970-01-01 00:22:00+00:00,30,10800,10800,1.0,0.0,0.1510325030095379,-0.12442361111111112,0.14508833120596337,-0.505,1.055,0.115,0.06,1.56
mitdb,2_44,2,100,0,,v5,1970-01-01 00:22:00+00:00,1970-01-01 00:22:30+00:00,30,10800,10800,1.0,0.0,0.1564959718492453,-0.12342777777777778,0.1507122804165135,-0.47,1.15,0.13,0.06499999999999997,1.6199999999999999
mitdb,2_45,2,100,0,,v5,1970-01-01 00:22:30+00:00,1970-01-01 00:23:00+00:00,30,10800,10800,1.0,0.0,0.15492175201407538,-0.18316203703703704,0.14202426674741805,-0.515,1.015,0.10999999999999999,0.05499999999999999,1.5299999999999998
mitdb,2_46,2,100,0,,v5,1970-01-01 00:23:00+00:00,1970-01-01 00:23:30+00:00,30,10800,10800,1.0,0.0,0.15251412167793313,-0.16592222222222222,0.1462707597807447,-0.47,1.145,0.1,0.04999999999999999,1.615
