annotation_id,dataset_name,subject_id,session_id,session_name,source_file_name,label_name,label_value_text,label_value_numeric,label_value_boolean
ludb_3_iii_count,ludb,3,0,,3.iii,iii_annotation_count,,75.0,
ludb_3_iii_symbols,ludb,3,0,,3.iii,iii_annotation_symbols,"(,),N,p,t",,
ludb_3_avr_count,ludb,3,0,,3.avr,avr_annotation_count,,75.0,
ludb_3_avr_symbols,ludb,3,0,,3.avr,avr_annotation_symbols,"(,),N,p,t",,
ludb_3_avl_count,ludb,3,0,,3.avl,avl_annotation_count,,75.0,
ludb_3_avl_symbols,ludb,3,0,,3.avl,avl_annotation_symbols,"(,),N,p,t",,
ludb_3_avf_count,ludb,3,0,,3.avf,avf_annotation_count,,75.0,
ludb_3_avf_symbols,ludb,3,0,,3.avf,avf_annotation_symbols,"(,),N,p,t",,
ludb_3_v1_count,ludb,3,0,,3.v1,v1_annotation_count,,75.0,
ludb_3_v1_symbols,ludb,3,0,,3.v1,v1_annotation_symbols,"(,),N,p,t",,
ludb_3_v2_count,ludb,3,0,,3.v2,v2_annotation_count,,75.0,
ludb_3_v2_symbols,ludb,3,0,,3.v2,v2_annotation_symbols,"(,),N,p,t",,
ludb_3_v3_count,ludb,3,0,,3.v3,v3_annotation_count,,75.0,
ludb_3_v3_symbols,ludb,3,0,,3.v3,v3_annotation_symbols,"(,),N,p,t",,
ludb_3_v4_count,ludb,3,0,,3.v4,v4_annotation_count,,75.0,
ludb_3_v4_symbols,ludb,3,0,,3.v4,v4_annotation_symbols,"(,),N,p,t",,
ludb_3_v5_count,ludb,3,0,,3.v5,v5_annotation_count,,75.0,
ludb_3_v5_symbols,ludb,3,0,,3.v5,v5_annotation_symbols,"(,),N,p,t",,
ludb_3_v6_count,ludb,3,0,,3.v6,v6_annotation_count,,75.0,
ludb_3_v6_symbols,ludb,3,0,,3.v6,v6_annotation_symbols,"(,),N,p,t",,
ludb_4_i_count,ludb,4,0,,4.i,i_annotation_count,,75.0,
ludb_4_i_symbols,ludb,4,0,,4.i,i_annotation_symbols,"(,),N,p,t",,
ludb_4_ii_count,ludb,4,0,,4.ii,ii_annotation_count,,75.0,
ludb_4_ii_symbols,ludb,4,0,,4.ii,ii_annotation_symbols,"(,),N,p,t",,
ludb_4_iii_count,ludb,4,0,,4.iii,iii_annotation_count,,75.0,
ludb_4_iii_symbols,ludb,4,0,,4.iii,iii_annotation_symbols,"(,),N,p,t",,
ludb_4_avr_count,ludb,4,0,,4.avr,avr_annotation_count,,75.0,
ludb_4_avr_symbols,ludb,4,0,,4.avr,avr_annotation_symbols,"(,),N,p,t",,
ludb_4_avl_count,ludb,4,0,,4.avl,avl_annotation_count,,75.0,
ludb_4_avl_symbols,ludb,4,0,,4.avl,avl_annotation_symbols,"(,),N,p,t",,
ludb_4_avf_count,ludb,4,0,,4.avf,avf_annotation_count,,75.0,
ludb_4_avf_symbols,ludb,4,0,,4.avf,avf_annotation_symbols,"(,),N,p,t",,
ludb_4_v1_count,ludb,4,0,,4.v1,v1_annotation_count,,75.0,
ludb_4_v1_symbols,ludb,4,0,,4.v1,v1_annotation_symbols,"(,),N,p,t",,
ludb_4_v2_count,ludb,4,0,,4.v2,v2_annotation_count,,75.0,
ludb_4_v2_symbols,ludb,4,0,,4.v2,v2_annotation_symbols,"(,),N,p,t",,
ludb_4_v3_count,ludb,4,0,,4.v3,v3_annotation_count,,75.0,
ludb_4_v3_symbols,ludb,4,0,,4.v3,v3_annotation_symbols,"(,),N,p,t",,
ludb_4_v4_count,ludb,4,0,,4.v4,v4_annotation_count,,75.0,
ludb_4_v4_symbols,ludb,4,0,,4.v4,v4_annotation_symbols,"(,),N,p,t",,
ludb_4_v5_count,ludb,4,0,,4.v5,v5_annotation_count,,75.0,
ludb_4_v5_symbols,ludb,4,0,,4.v5,v5_annotation_symbols,"(,),N,p,t",,
ludb_4_v6_count,ludb,4,0,,4.v6,v6_annotation_count,,75.0,
ludb_4_v6_symbols,ludb,4,0,,4.v6,v6_annotation_symbols,"(,),N,p,t",,
ludb_5_i_count,ludb,5,0,,5.i,i_annotation_count,,57.0,
ludb_5_i_symbols,ludb,5,0,,5.i,i_annotation_symbols,"(,),N,p,t",,
ludb_5_ii_count,ludb,5,0,,5.ii,ii_annotation_count,,57.0,
ludb_5_ii_symbols,ludb,5,0,,5.ii,ii_annotation_symbols,"(,),N,p,t",,
ludb_5_iii_count,ludb,5,0,,5.iii,iii_annotation_count,,57.0,
ludb_5_iii_symbols,ludb,5,0,,5.iii,iii_annotation_symbols,"(,),N,p,t",,
ludb_5_avr_count,ludb,5,0,,5.avr,avr_annotation_count,,57.0,
ludb_5_avr_symbols,ludb,5,0,,5.avr,avr_annotation_symbols,"(,),N,p,t",,
ludb_5_avl_count,ludb,5,0,,5.avl,avl_annotation_count,,57.0,
ludb_5_avl_symbols,ludb,5,0,,5.avl,avl_annotation_symbols,"(,),N,p,t",,
ludb_5_avf_count,ludb,5,0,,5.avf,avf_annotation_count,,57.0,
ludb_5_avf_symbols,ludb,5,0,,5.avf,avf_annotation_symbols,"(,),N,p,t",,
ludb_5_v1_count,ludb,5,0,,5.v1,v1_annotation_count,,57.0,
ludb_5_v1_symbols,ludb,5,0,,5.v1,v1_annotation_symbols,"(,),N,p,t",,
ludb_5_v2_count,ludb,5,0,,5.v2,v2_annotation_count,,57.0,
ludb_5_v2_symbols,ludb,5,0,,5.v2,v2_annotation_symbols,"(,),N,p,t",,
ludb_5_v3_count,ludb,5,0,,5.v3,v3_annotation_count,,57.0,
ludb_5_v3_symbols,ludb,5,0,,5.v3,v3_annotation_symbols,"(,),N,p,t",,
ludb_5_v4_count,ludb,5,0,,5.v4,v4_annotation_count,,57.0,
ludb_5_v4_symbols,ludb,5,0,,5.v4,v4_annotation_symbols,"(,),N,p,t",,
ludb_5_v5_count,ludb,5,0,,5.v5,v5_annotation_count,,57.0,
ludb_5_v5_symbols,ludb,5,0,,5.v5,v5_annotation_symbols,"(,),N,p,t",,
ludb_5_v6_count,ludb,5,0,,5.v6,v6_annotation_count,,57.0,
ludb_5_v6_symbols,ludb,5,0,,5.v6,v6_annotation_symbols,"(,),N,p,t",,
